complaint,category,urgency
please share the schedule of the next health camp near Nehru Colony like always. hoping for a permanent fix this time.,healthcare,low
requesting signage in local language at Shanti Kunj hospital as usual,healthcare,low
Submitting this complaint to inform that the Dev Nagar road was dug for cabling and repaired very poorly again and again. Hoping for a permanent fix this time.,roads_transport,medium
pls note requesting that meter reader visit Dev Nagar on weekends so people are at home. would appreciate a quick response.,water_supply,low
the oxygen cylinder at the Sector 5 centre was empty when a pregnant woman in our building was brought in gasping.,healthcare,high
The only ventilator at the Panchsheel Nagar facility has been non-functional for weeks. I am a regular taxpayer of this ward. Please do not delay this further.,healthcare,high
Please note requesting information about the water tanker schedule for Dev Nagar.,water_supply,low
Just want to say that the school in Panchsheel Nagar has had no water for 2 days and children are being sent home. requesting urgent intervention.,water_supply,high
teh ration distribution list for Ward 3 is not put up anywhere for people to check as usual,ration_aadhar,medium
"sir ji, sewage has overflowed into the ground floor houses of Ward 18 and logon cannot stay inside. Puri colony pareshan hai.",sanitation,high
Please note I want to change my Subhash Chowk connection from domestic to commrecial category honestly speaking. I hav attacehd nothing but can share photos if needed. Kindly guide me.,electricity,low
Someone set the garbage heap in Sector 4 on fire and the smoke has filled all the houses to be very frank. Someone can get seriously hurt.,sanitation,high
"RESPECTED SIR, THE SECTOR 14 OFFICE GAVE US A BILL CORRECTION DATE THREE TIMES AND EACH TIME IT WAS POSTPONED EVEN AFTER SO MANY COMPLAINTS.",electricity,medium
"Hello sir, teh railway crossing gate near Rajiv Nagar is often left unmanned and people cross recklessly.",roads_transport,high
"Respected sir, the public toilet at the Ashok Vihar bus stand is overflowing and unusable. Please send someone immediately.",sanitation,high
a stretch of the Railway Quarters sadak has caved in after the rain and vehicles are falling in. Kripya jaldi karwa dijiye.,roads_transport,high
"Respected sir, I need a duplicate copy of my last three bills for my Station Road address. Thank you.",electricity,low
"madam ji, sewage has overflowed into the ground floor houses of MG Road and logon cannot stay inside. The same thing happened last year as well. Bahut dikkat ho rahi hai humein",sanitation,high
The overhead tank in Subhash Chowk has not been cleaned in a long time. please let us know the action taken.,water_supply,medium
I would like to bring to your notice that cattle waste is not being cleared from the Rose Garden road near the dairy. Many residents of the area feel the same way.,sanitation,medium
streetlights on the main lane of Vivek Vihar have not been working for 20 days. I am writing on behalf of a few families in the lane. Bahut dikkat ho rahi hai humein.,electricity,medium
I would like to bring to your notice that a snake bite case from Shanti Kunj was turned away as no antivenom was available. Requesting urgant intervention.,healthcare,high
Please confirm whether a rent agreement is accepted as address proof at Mill Area again and again. Thanks in advance.,ration_aadhar,low
Just want to say that I would like to apply for a new domestic water connection in Ashok Vihar. Kindly guide me.,water_supply,low
It is requested to note that please share teh fare chart for auto rickshaws operating from Ward 3. I can be contacted in the evening after work hours.,roads_transport,low
"Respected sir, the Rajiv Nagar centre is often closed on working days without any notice on the door. Please share a complaint number so I can follow up. Please let us know the action taken.",ration_aadhar,medium
Just want to say that a leaking pipe has washed away teh soil under the Shiv Colony road and it may cave in. plz do not delay this further,water_supply,high
teh meter box in ourr Model Town building started smoking adn we had to shut everything down. Please send someone immediately.,electricity,high
"requesting information about home composting support for households in Bapu Nagar. I am available on my registered mobile number for any verification. no hurry, whenever possible.",sanitation,low
This is to inform the concerned department that the sewage pump in Green Park has failed and dirty water is spreading towards the drinking water line. Please do not delay this further.,sanitation,high
"hello sir, supply in Rajiv Nagar stops midway whenever there is a power cut and never resumes that day. Please let us know the action taken.",water_supply,medium
the drain in Model Town is flowing very slowly and needs desilting before the rains. I am writing on behalf of a few families in the lane.,sanitation,medium
